time,symbol,event,magic,ticket,side,volume,price,sl,tp,profit,reason,extra_json
2026-05-01T18:07:13Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4623.73,0.0,0.0,0.17,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:09:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4624.25,4625.45,4623.65,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:09:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4624.38,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:10:11Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4623.78,0.0,0.0,0.6,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:10:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4623.27,4624.47,4622.67,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:10:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4623.26,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:11:02Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4622.66,0.0,0.0,0.6,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:11:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4621.9,4623.1,4621.3,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:11:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4621.9,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:12:20Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4621.61,0.0,0.0,0.29,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:12:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4620.61,4621.81,4620.01,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:12:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4620.57,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:13:08Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4620.18,0.0,0.0,0.39,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:13:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4617.77,4618.97,4617.17,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
2026-05-01T18:13:57Z,XAUUSD,SKIP,20260501,,SELL,0.02,4617.77,0.0,0.0,0.0,not_enough_margin_min_lot,"{""source"": ""aggressive_v3"", ""raw_event"": ""SKIP""}"
2026-05-01T18:14:03Z,XAUUSD,CLOSE,20260501,,BUY,0.01,4617.17,0.0,0.0,0.6,deal_close,"{""source"": ""aggressive_v3"", ""raw_event"": ""CLOSE""}"
2026-05-01T18:14:57Z,XAUUSD,OPEN,20260501,,SELL,0.01,4615.8,4617.0,4615.2,0.0,opened,"{""source"": ""aggressive_v3"", ""raw_event"": ""OPEN""}"
