time,symbol,transport,signal,confidence,sl_points,tp_points,reason,raw_features_json,raw_response_json

#test
2026-04-30T13:23:59,XAUUSD,file,HOLD,0.30339999999999995,146,204,"dummy_rule_ai: HOLD (trend=0.00, adx=16.3, rsi=45.6, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:23:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4635.52, ""ask"": 4635.69, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4642.14, 4643.37, 4639.91, 4640.39, 456], [4640.39, 4640.67, 4638.28, 4639.31, 536], [4639.31, 4640.05, 4637.96, 4638.15, 414], [4638.15, 4638.38, 4635.89, 4636.21, 413], [4636.21, 4636.35, 4634.57, 4634.84, 395], [4634.84, 4640.11, 4634.75, 4639.96, 439], [4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434]], ""m1_ema9"": 4636.96324, ""m1_ema21"": 4637.323509, ""m1_ema50"": 4635.99145, ""m1_rsi14"": 45.63, ""m1_atr14"": 2.655, ""m1_adx14"": 16.34, ""m1_plusdi"": 16.48, ""m1_minusdi"": 19.13, ""m5_ema20"": 4634.825766, ""m5_ema50"": 4628.432913, ""m5_rsi14"": 52.11, ""m5_atr14"": 7.317143, ""m5_adx14"": 23.44, ""m5_plusdi"": 21.54, ""m5_minusdi"": 14.16, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.30339999999999995, ""sl_points"": 146, ""tp_points"": 204, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=16.3, rsi=45.6, spread=17)""}"
2026-04-30T13:24:59,XAUUSD,file,HOLD,0.278,147,205,"dummy_rule_ai: HOLD (trend=0.00, adx=13.8, rsi=45.2, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:24:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4635.32, ""ask"": 4635.49, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4640.39, 4640.67, 4638.28, 4639.31, 536], [4639.31, 4640.05, 4637.96, 4638.15, 414], [4638.15, 4638.38, 4635.89, 4636.21, 413], [4636.21, 4636.35, 4634.57, 4634.84, 395], [4634.84, 4640.11, 4634.75, 4639.96, 439], [4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534]], ""m1_ema9"": 4636.602592, ""m1_ema21"": 4637.124843, ""m1_ema50"": 4635.957583, ""m1_rsi14"": 45.16, ""m1_atr14"": 2.725, ""m1_adx14"": 13.8, ""m1_plusdi"": 15.93, ""m1_minusdi"": 16.58, ""m5_ema20"": 4634.855603, ""m5_ema50"": 4628.69546, ""m5_rsi14"": 51.87, ""m5_atr14"": 6.72, ""m5_adx14"": 23.07, ""m5_plusdi"": 18.67, ""m5_minusdi"": 12.27, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.278, ""sl_points"": 147, ""tp_points"": 205, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=13.8, rsi=45.2, spread=17)""}"
2026-04-30T13:25:59,XAUUSD,file,HOLD,0.2622,146,204,"dummy_rule_ai: HOLD (trend=0.00, adx=12.2, rsi=48.8, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:25:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4636.61, ""ask"": 4636.78, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4639.31, 4640.05, 4637.96, 4638.15, 414], [4638.15, 4638.38, 4635.89, 4636.21, 413], [4636.21, 4636.35, 4634.57, 4634.84, 395], [4634.84, 4640.11, 4634.75, 4639.96, 439], [4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429]], ""m1_ema9"": 4636.810474, ""m1_ema21"": 4637.184651, ""m1_ema50"": 4636.031772, ""m1_rsi14"": 48.79, ""m1_atr14"": 2.681429, ""m1_adx14"": 12.22, ""m1_plusdi"": 13.81, ""m1_minusdi"": 14.37, ""m5_ema20"": 4634.97846, ""m5_ema50"": 4628.746048, ""m5_rsi14"": 53.36, ""m5_atr14"": 6.844286, ""m5_adx14"": 23.07, ""m5_plusdi"": 18.67, ""m5_minusdi"": 12.27, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.2622, ""sl_points"": 146, ""tp_points"": 204, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=12.2, rsi=48.8, spread=17)""}"
2026-04-30T13:26:59,XAUUSD,file,HOLD,0.28099999999999997,147,205,"dummy_rule_ai: HOLD (trend=0.00, adx=14.1, rsi=44.1, spread=5)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:26:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4634.66, ""ask"": 4634.71, ""spread_points"": 5, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4638.15, 4638.38, 4635.89, 4636.21, 413], [4636.21, 4636.35, 4634.57, 4634.84, 395], [4634.84, 4640.11, 4634.75, 4639.96, 439], [4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440]], ""m1_ema9"": 4636.049179, ""m1_ema21"": 4636.784063, ""m1_ema50"": 4635.899984, ""m1_rsi14"": 44.14, ""m1_atr14"": 2.755714, ""m1_adx14"": 14.1, ""m1_plusdi"": 11.97, ""m1_minusdi"": 16.2, ""m5_ema20"": 4634.792745, ""m5_ema50"": 4628.669577, ""m5_rsi14"": 51.03, ""m5_atr14"": 6.902143, ""m5_adx14"": 23.07, ""m5_plusdi"": 18.67, ""m5_minusdi"": 12.27, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.28099999999999997, ""sl_points"": 147, ""tp_points"": 205, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=14.1, rsi=44.1, spread=5)""}"
2026-04-30T13:27:59,XAUUSD,file,HOLD,0.26,148,207,"dummy_rule_ai: HOLD (trend=0.00, adx=11.4, rsi=49.1, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:27:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4636.49, ""ask"": 4636.66, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4636.21, 4636.35, 4634.57, 4634.84, 395], [4634.84, 4640.11, 4634.75, 4639.96, 439], [4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528]], ""m1_ema9"": 4636.430143, ""m1_ema21"": 4636.908569, ""m1_ema50"": 4635.992072, ""m1_rsi14"": 49.08, ""m1_atr14"": 2.875714, ""m1_adx14"": 11.45, ""m1_plusdi"": 15.16, ""m1_minusdi"": 14.04, ""m5_ema20"": 4634.967031, ""m5_ema50"": 4628.741342, ""m5_rsi14"": 53.23, ""m5_atr14"": 7.03, ""m5_adx14"": 23.07, ""m5_plusdi"": 18.67, ""m5_minusdi"": 12.27, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.26, ""sl_points"": 148, ""tp_points"": 207, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=11.4, rsi=49.1, spread=17)""}"
2026-04-30T13:28:59,XAUUSD,file,HOLD,0.26,146,204,"dummy_rule_ai: HOLD (trend=0.00, adx=10.4, rsi=47.9, spread=25)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:28:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4636.01, ""ask"": 4636.26, ""spread_points"": 25, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4634.84, 4640.11, 4634.75, 4639.96, 439], [4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419]], ""m1_ema9"": 4636.266114, ""m1_ema21"": 4636.785559, ""m1_ema50"": 4635.973937, ""m1_rsi14"": 47.9, ""m1_atr14"": 2.646429, ""m1_adx14"": 10.44, ""m1_plusdi"": 13.14, ""m1_minusdi"": 12.16, ""m5_ema20"": 4634.921317, ""m5_ema50"": 4628.722519, ""m5_rsi14"": 52.68, ""m5_atr14"": 7.03, ""m5_adx14"": 23.07, ""m5_plusdi"": 18.67, ""m5_minusdi"": 12.27, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.26, ""sl_points"": 146, ""tp_points"": 204, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=10.4, rsi=47.9, spread=25)""}"
2026-04-30T13:29:59,XAUUSD,file,HOLD,0.2834,144,201,"dummy_rule_ai: HOLD (trend=0.00, adx=14.3, rsi=42.2, spread=24)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:29:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4633.56, ""ask"": 4633.8, ""spread_points"": 24, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4639.96, 4642.41, 4636.98, 4637.8, 569], [4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419], [4636.01, 4636.83, 4632.96, 4633.56, 542]], ""m1_ema9"": 4635.332892, ""m1_ema21"": 4636.289847, ""m1_ema50"": 4635.786962, ""m1_rsi14"": 42.23, ""m1_atr14"": 2.417857, ""m1_adx14"": 14.34, ""m1_plusdi"": 11.39, ""m1_minusdi"": 18.22, ""m5_ema20"": 4634.580557, ""m5_ema50"": 4628.819913, ""m5_rsi14"": 49.69, ""m5_atr14"": 6.671429, ""m5_adx14"": 20.3, ""m5_plusdi"": 16.18, ""m5_minusdi"": 13.02, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.2834, ""sl_points"": 144, ""tp_points"": 201, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=14.3, rsi=42.2, spread=24)""}"
2026-04-30T13:30:59,XAUUSD,file,HOLD,0.3452,145,203,"dummy_rule_ai: HOLD (trend=0.00, adx=20.5, rsi=40.8, spread=14)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:30:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4632.86, ""ask"": 4633.0, ""spread_points"": 14, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4637.8, 4639.39, 4637.61, 4639.34, 429], [4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419], [4636.01, 4636.83, 4632.96, 4633.56, 542], [4633.56, 4633.78, 4629.9, 4632.86, 737]], ""m1_ema9"": 4634.726313, ""m1_ema21"": 4635.920191, ""m1_ema50"": 4635.645804, ""m1_rsi14"": 40.75, ""m1_atr14"": 2.571429, ""m1_adx14"": 20.52, ""m1_plusdi"": 9.87, ""m1_minusdi"": 24.9, ""m5_ema20"": 4634.51389, ""m5_ema50"": 4628.792462, ""m5_rsi14"": 48.81, ""m5_atr14"": 6.948571, ""m5_adx14"": 21.33, ""m5_plusdi"": 16.18, ""m5_minusdi"": 23.54, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.3452, ""sl_points"": 145, ""tp_points"": 203, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=20.5, rsi=40.8, spread=14)""}"
2026-04-30T13:31:59,XAUUSD,file,HOLD,0.383,147,205,"dummy_rule_ai: HOLD (trend=0.00, adx=24.3, rsi=35.7, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:31:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4630.24, ""ask"": 4630.41, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4639.34, 4640.85, 4638.5, 4639.0, 354], [4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419], [4636.01, 4636.83, 4632.96, 4633.56, 542], [4633.56, 4633.78, 4629.9, 4632.86, 737], [4632.86, 4633.61, 4629.26, 4630.24, 877]], ""m1_ema9"": 4633.409851, ""m1_ema21"": 4635.187281, ""m1_ema50"": 4635.335096, ""m1_rsi14"": 35.71, ""m1_atr14"": 2.748571, ""m1_adx14"": 24.3, ""m1_plusdi"": 8.55, ""m1_minusdi"": 23.28, ""m5_ema20"": 4634.264366, ""m5_ema50"": 4628.689717, ""m5_rsi14"": 45.78, ""m5_atr14"": 6.994286, ""m5_adx14"": 21.44, ""m5_plusdi"": 16.18, ""m5_minusdi"": 23.94, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.383, ""sl_points"": 147, ""tp_points"": 205, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=24.3, rsi=35.7, spread=17)""}"
2026-04-30T13:32:59,XAUUSD,file,HOLD,0.4123,148,207,"dummy_rule_ai: HOLD (trend=0.00, adx=27.2, rsi=40.8, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:32:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4631.94, ""ask"": 4632.11, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4639.0, 4639.93, 4638.35, 4639.27, 298], [4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419], [4636.01, 4636.83, 4632.96, 4633.56, 542], [4633.56, 4633.78, 4629.9, 4632.86, 737], [4632.86, 4633.61, 4629.26, 4630.24, 877], [4630.24, 4633.48, 4630.24, 4631.94, 854]], ""m1_ema9"": 4633.38788, ""m1_ema21"": 4635.03257, ""m1_ema50"": 4635.266008, ""m1_rsi14"": 40.83, ""m1_atr14"": 2.834286, ""m1_adx14"": 27.23, ""m1_plusdi"": 7.41, ""m1_minusdi"": 20.18, ""m5_ema20"": 4634.426271, ""m5_ema50"": 4628.756384, ""m5_rsi14"": 47.7, ""m5_atr14"": 6.994286, ""m5_adx14"": 21.44, ""m5_plusdi"": 16.18, ""m5_minusdi"": 23.94, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.4123, ""sl_points"": 148, ""tp_points"": 207, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=27.2, rsi=40.8, spread=17)""}"
2026-04-30T13:33:59,XAUUSD,file,HOLD,0.3967,150,210,"dummy_rule_ai: HOLD (trend=0.00, adx=25.7, rsi=38.2, spread=17)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:33:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4630.57, ""ask"": 4630.74, ""spread_points"": 17, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4639.27, 4641.59, 4639.05, 4641.05, 319], [4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419], [4636.01, 4636.83, 4632.96, 4633.56, 542], [4633.56, 4633.78, 4629.9, 4632.86, 737], [4632.86, 4633.61, 4629.26, 4630.24, 877], [4630.24, 4633.48, 4630.24, 4631.94, 854], [4631.94, 4634.58, 4630.39, 4630.57, 665]], ""m1_ema9"": 4632.605104, ""m1_ema21"": 4634.513659, ""m1_ema50"": 4635.030232, ""m1_rsi14"": 38.19, ""m1_atr14"": 3.004286, ""m1_adx14"": 25.67, ""m1_plusdi"": 9.46, ""m1_minusdi"": 17.49, ""m5_ema20"": 4634.295795, ""m5_ema50"": 4628.702658, ""m5_rsi14"": 46.14, ""m5_atr14"": 7.051429, ""m5_adx14"": 20.98, ""m5_plusdi"": 16.18, ""m5_minusdi"": 22.3, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.3967, ""sl_points"": 150, ""tp_points"": 210, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=25.7, rsi=38.2, spread=17)""}"
2026-04-30T13:34:59,XAUUSD,file,HOLD,0.4375,150,210,"dummy_rule_ai: HOLD (trend=0.00, adx=29.8, rsi=35.2, spread=8)","{""type"": ""features"", ""symbol"": ""XAUUSD"", ""time"": ""2026-04-30T13:34:59"", ""features"": {""symbol"": ""XAUUSD"", ""bid"": 4628.81, ""ask"": 4628.89, ""spread_points"": 8, ""balance"": 91.36, ""equity"": 91.36, ""free_margin"": 91.36, ""m1_ohlcv"": [[4641.04, 4646.1, 4641.03, 4642.2, 681], [4642.2, 4642.91, 4635.86, 4636.04, 487], [4636.04, 4637.14, 4635.41, 4636.66, 411], [4636.61, 4637.63, 4635.76, 4636.87, 419], [4636.89, 4638.86, 4636.82, 4638.44, 304], [4638.44, 4639.02, 4637.21, 4638.12, 327], [4638.11, 4638.12, 4634.12, 4636.76, 496], [4636.76, 4637.66, 4635.24, 4637.09, 435], [4637.09, 4637.09, 4634.2, 4635.56, 434], [4635.52, 4637.49, 4634.69, 4635.32, 534], [4635.32, 4636.83, 4635.09, 4636.61, 429], [4636.61, 4636.78, 4634.28, 4634.54, 440], [4634.66, 4638.58, 4634.24, 4636.49, 528], [4636.49, 4637.37, 4635.53, 4635.99, 419], [4636.01, 4636.83, 4632.96, 4633.56, 542], [4633.56, 4633.78, 4629.9, 4632.86, 737], [4632.86, 4633.61, 4629.26, 4630.24, 877], [4630.24, 4633.48, 4630.24, 4631.94, 854], [4631.94, 4634.58, 4630.39, 4630.57, 665], [4630.57, 4632.35, 4628.33, 4628.72, 623]], ""m1_ema9"": 4631.550084, ""m1_ema21"": 4633.842252, ""m1_ema50"": 4634.716597, ""m1_rsi14"": 35.2, ""m1_atr14"": 3.012143, ""m1_adx14"": 29.75, ""m1_plusdi"": 8.2, ""m1_minusdi"": 21.08, ""m5_ema20"": 4633.613928, ""m5_ema50"": 4628.637164, ""m5_rsi14"": 44.31, ""m5_atr14"": 6.677857, ""m5_adx14"": 20.62, ""m5_plusdi"": 14.02, ""m5_minusdi"": 19.85, ""hour_gmt"": 13, ""open_ea_trades"": 0, ""trades_today"": 0}}","{""signal"": ""HOLD"", ""confidence"": 0.4375, ""sl_points"": 150, ""tp_points"": 210, ""reason"": ""dummy_rule_ai: HOLD (trend=0.00, adx=29.8, rsi=35.2, spread=8)""}"
